is_addition,old_file_path,new_file_path,line_num,content
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,101,* Checks if the current value is <code>true</code>.
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,103,* @return <code>true</code> if the current value is <code>true</code>
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,105,public boolean isTrue() {
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,106,return value == true;
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,110,* Checks if the current value is <code>false</code>.
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,112,* @return <code>true</code> if the current value is <code>false</code>
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,114,public boolean isFalse() {
True,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,src/java/org/apache/commons/lang/mutable/MutableBoolean.java,115,return value == false;
True,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,104,"assertEquals(true, mutBool.isFalse());"
True,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,105,"assertEquals(false, mutBool.isTrue());"
True,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,110,"assertEquals(false, mutBool.isFalse());"
True,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,src/test/org/apache/commons/lang/mutable/MutableBooleanTest.java,111,"assertEquals(true, mutBool.isTrue());"
